Module	Sous_Module	Type	Exercice	Série	Données	Catégorie	Phrase à completer	Verbe	Terminaison	Pronom	Réponse	Suite Mots	Infinitif	Fichiers Audio
3	2	Classique	12	12	/Mon;/avion;décolle;ce;soir;.			décolle	2;5;4					s12d12.mp3
3	2	Classique	12	13	/Le;/vaccin;perd;son;efficacité;avec;le;temps;.			perd	2;4;4					s12d13.mp3
3	2	Classique	12	14	/Les;/consommateurs;grimacent;en;buvant;leur;café;.			grimacent	2;9;3					s12d14.mp3
3	2	Classique	12	15	/Mon;/amie;court;le;risque;de;rater;ses;examens;.			court	2;4;2					s12d15.mp3
3	2	Classique	12	16	Actuellement;;/les;/taux;/d'/intérêt;battent;des;records;à;la;baisse;.			battent	2;7;6					s12d16.mp3
3	2	Classique	12	17	/L'/industrie;se;rebiffe;contre;la;règlementation;en;vigueur;.			rebiffe	2;11;4					s12d17.mp3
3	2	Classique	12	18	/L'/auteur;/du;/délit;n'écope;que;d'une;amende;légère;.			écope	2;6;1					s12d18.mp3
3	2	Classique	12	19	Ne;remarques-/tu;pas;quelque;chose;de;bizarre;?			remarques	3;4;2					s12d19.mp3
3	2	Classique	12	20	En;cas;de;catastrophe;naturelle;;/les;/autorités;avisent;la;population;.			avisent	2;10;6					s12d20.mp3
3	3	Classique	1	1	essore					2;4;5;6				
3	3	Classique	1	2	étudie					2;4;5;6				
3	3	Classique	1	3	joues					3				
3	3	Classique	1	4	jettes					3				
3	3	Classique	1	5	appellent					9;10				
3	3	Classique	1	6	créent					9;10				
3	3	Classique	1	7	sort					4;5;6				
3	3	Classique	1	8	tient					4;5;6				
3	3	Classique	1	9	finis					1;3				
3	3	Classique	1	10	peins					1;3				
3	3	Classique	1	11	employons					7				
3	3	Classique	1	12	voyez					8				
3	3	Classique	1	13	met					4;5;6				
3	3	Classique	1	14	bats					1;3				
3	3	Classique	1	15	apprend					4;5;6				
3	3	Classique	1	16	entend					4;5;6				
3	3	Classique	1	17	surprends					1;3				
3	3	Classique	1	18	veux					1;3				
3	3	Classique	1	19	es					3				
3	3	Classique	1	20	a					4;5;6				
3	4	Classique	1	1	il;croit			croire						
3	4	Classique	1	2	ils;croissent			croître						
3	4	Classique	1	3	il;croasse			croasser						
3	4	Classique	1	4	elle;coasse			coasser						
3	4	Classique	1	5	tu;couvres			couvrir						
3	4	Classique	1	6	tu;couves			couver						
3	4	Classique	1	7	tu;cours			courir						
3	4	Classique	1	8	il;cloue			clouer						
3	4	Classique	1	9	elle;coule			couler						
3	4	Classique	1	10	il;croise			croiser						
3	4	Classique	1	11	vous;coudez			couder						
3	4	Classique	1	12	nous;cousons			coudre						
3	5	Découvrir	1	0	joue;sens;rabats;mouds;peux;ai									
3	5	Découvrir	1	0	cueille;vois;soumets;réponds;vaux;vais									
3	5	Découvrir	1	0	couvre;sors;combats;épands;prévaux;ai									
3	5	Découvrir	1	0	marche;finis;mets;prends;veux;suis									
3	5	Découvrir	1	1	je;jette;un;regard;critique;sur;ce;projet;.			7;1		6;1;1	je;jette			s01p1d01.mp3
3	5	Découvrir	1	2	je;lis;beaucoup;de;revues;scientifiques;.			7;2		6;1;1	je;lis			s01p1d02.mp3
3	5	Découvrir	1	3	je;remets;cette;idée;en;question;.			7;3		6;1;1	je;remets			s01p1d03.mp3
3	5	Découvrir	1	4	j'attends;l'heure;de;ma;réunion;.			7;4		6;1;2	j'attends			s01p1d04.mp3
3	5	Découvrir	1	5	je;peux;comprendre;votre;point;de;vue;.			7;5		6;1;1	je;peux			s01p1d05.mp3
3	5	Découvrir	1	6	j'ai;peu;de;temps;.			7;6		6;1;2	j'ai			s01p1d06.mp3
3	5	Découvrir	1	7	j'achète;mes;fournitures;dans;ce;magasin;.			7;1		6;1;2	j'achète			s01p1d07.mp3
3	5	Découvrir	1	8	je;tiens;votre;accord;pour;acquis;.			7;2		6;1;1	je;tiens			s01p1d08.mp3
3	5	Découvrir	1	9	je;bats;en;retraite;sur;cette;question;.			7;3		6;1;1	je;bats			s01p1d09.mp3
3	5	Découvrir	1	10	je;couds;souvent;à;partir;de;patrons;.			7;4		6;1;1	je;couds			s01p1d10.mp3
3	5	Découvrir	1	11	je;vaux;bien;mon;salaire;.			7;5		6;1;1	je;vaux			s01p1d11.mp3
3	5	Découvrir	1	12	je;fais;un;régime;draconien;.			7;6		6;1;1	je;fais			s01p1d12.mp3
3	5	Découvrir	1	13	je;remue;souvent;mes;souvenirs;.			7;1		6;1;1	je;remue			s01p1d13.mp3
3	5	Découvrir	1	14	je;pars;demain;.			7;2		6;1;1	je;pars			s01p1d14.mp3
3	5	Découvrir	1	15	je;combats;fermement;cette;injustice;.			7;3		6;1;1	je;combats			s01p1d15.mp3
3	5	Découvrir	1	16	je;rends;hommage;à;leurs;efforts;.			7;4		6;1;1	je;rends			s01p1d16.mp3
3	5	Découvrir	1	17	je;veux;partir;.			7;5		6;1;1	je;veux			s01p1d17.mp3
3	5	Découvrir	1	18	je;vais;en;ville;.			7;6		6;1;1	je;vais			s01p1d18.mp3
3	5	Pratiquer	1	1	J'entends;mal;.			7;4;1		6		8		s01p2d01.mp3
3	5	Pratiquer	1	2	Je;prends;mes;affaires;immédiatement;.			7;4;1		6		2;1;8		s01p2d02.mp3
3	5	Pratiquer	1	3	Je;mets;mon;expérience;à;votre;service;.			7;3;1		6		2;1;4;2;1		s01p2d03.mp3
3	5	Pratiquer	1	4	Je;veux;la;paix;.			7;5;1		6		2;1		s01p2d04.mp3
3	5	Pratiquer	1	5	J'ai;parfois;une;migraine;épouvantable;.			7;7;1		6		8;2;1;3		s01p2d05.mp3
3	5	Pratiquer	1	6	Je;suis;heureux;de;cette;décision;.			7;6;1		6		3;4;2;1		s01p2d06.mp3
3	5	Pratiquer	1	7	Je;comprends;le;problème;.			7;4;1		6		2;1		s01p2d07.mp3
3	5	Pratiquer	1	8	J'achète;quotidiennement;ce;journal;.			7;1;1		6		8;2;1		s01p2d08.mp3
3	5	Pratiquer	1	9	Je;tiens;beaucoup;à;cet;ouvrage;.			7;2;1		6		8;4;2;1		s01p2d09.mp3
3	5	Pratiquer	1	10	Je;combats;ma;grande;paresse;.			7;3;1		6		2;3;1		s01p2d10.mp3
3	6	Classique	1	1	Je;trie;les;déchets;pour;les;recycler;.			7;1;1		6;1;1	Je;trie		trier	
3	6	Classique	1	2	Tu;achètes;tes;vêtements;en;ligne;?			7;1;2		6;2;1	Tu;achètes		acheter	
3	6	Classique	1	3	Les;smartphones;rendent-ils;les;enfants;idiots;?			7;4;6		6;6;1	Les;smartphones;rendent		rendre	
3	6	Classique	1	4	Aurélie;pratique;assidûment;le;qi-gong;.			7;1;3		6;3;2	Aurélie;pratique		pratiquer	
3	6	Classique	1	5	Le;champagne;se;boit;très;frais;.			7;2;3		6;3;1	Le;champagne;boit		boire	
3	6	Classique	1	6	Dans;quel;pays;dort-on;le;plus;?			7;2;3		6;3;3	on;dort		dormir	
3	6	Classique	1	7	Quand;pars-tu;en;congé;?			7;2;2		6;2;1	tu;pars		partir	
3	6	Classique	1	8	L';opérateur;promet;d';améliorer;le;débit;.			7;3;3		6;3;1	L';opérateur;promet		promettre	
3	6	Classique	1	9	Je;descends;d';une;famille;cévenole;.			7;4;1		6;1;1	Je;descends		descendre	
3	6	Classique	1	10	Tu;as;certainement;raison;!			7;7;2		6;2;1	Tu;as		avoir	
3	6	Classique	1	11	Depuis;quand;es-tu;au;courant;?			7;6;2		6;2;1	tu;es		être	
3	6	Classique	1	12	Cette;équation;mathématique;admet;une;unique;solution;.			7;3;3		6;3;2	Cette;équation;mathématique;admet		admettre	
3	7	Test	A	1	L';organisme;s';habitue;à;l';absence;de;nicotine;.						1			
3	7	Test	A	2	Je;finit;tous;les;soirs;à;cinq;heures;.						0			
3	7	Test	A	3	J';exclue;cette;hypothèse;.						0			
3	7	Test	A	4	Tu;oublies;souvent;tes;rendez-vous;?						1			
3	7	Test	A	5	Est-ce;que;l';acide;dissous;le;calcaire;?						0			
3	7	Test	A	6	On;nettoient;l';écran;avec;un;chiffon;doux;.						0			
3	7	Test	A	7	Je;dois;partir;immédiatement;.						1			
3	7	Test	A	8	Il;crains;le;pire;!						0			
3	7	Test	A	9	J';apprend;à;conduire;.						0			
3	7	Test	A	10	Ils;trace;les;lignes;directrices;.						0			
3	7	Test	A	11	Tu;te;promènes;tous;les;soirs;?						1			
3	7	Test	A	12	Les;ronces;nous;griffes;les;mollets;.						0			
3	7	Test	A	13	Il;répond;rapidement;à;ses;mails;.						1			
3	7	Test	A	14	Nous;vous;disons;merci;.						1			
3	7	Test	A	15	Vous;lisez;le;mode;d';emploi;?						1			
3	7	Test	A	16	Tu;met;une;chemise;à;carreaux;?						0			
3	7	Test	A	17	Tu;ne;peus;pas;accepter;ça;!						0			
3	7	Test	A	18	Tu;serre;trop;fort;les;dents;.						0			
3	7	Test	A	19	Ce;garçon;mord;les;autres;enfants;.						1			
3	7	Test	A	20	Je;jettes;un;coup;d';œil;aux;gros;titres;.						0			
3	7	Test	A	21	La;voiture;glisse;sur;le;verglas;.						1			
3	7	Test	A	22	Les;peaux;claires;bronze;difficilement;.						0			
3	7	Test	A	23	Les;consommateurs;le;paye;cher;!						0			
3	7	Test	A	24	Les;sauveteurs;fouillent;les;décombres;.						1			
3	7	Test	A	25	Les;pays;riches;pillent;les;ressources;en;Afrique;.						1			
3	7	Test	A	26	Agrafe-tu;les;feuilles;?						0			
3	7	Test	A	27	Les;prévenus;se;décoiffes;devant;le;juge;.						0			
3	7	Test	A	28	J';enlève;ma;veste;.						1			
3	7	Test	A	29	L';obésité;gagne;du;terrain;.						1			
3	7	Test	A	30	Ces;collaborateurs;échangent-ils;leurs;idées;?						1			
3	7	Test	A	31	Son;correspondant;lui;raccroche;au;nez;.						1			
3	7	Test	A	32	Je;prend;le;train;chaque;matin;.						0			
3	7	Test	A	33	Nos;voisins;déménagent;dans;huit;jours;.						1			
3	7	Test	A	34	Tu;lui;accordes;un;entretien;?						1			
3	7	Test	A	35	Les;épaules;se;courbes;avec;l';âge;.						0			
3	7	Test	A	36	Des;inondations;frappes;le;sud;de;la;France;.						0			
3	7	Test	A	37	Tu;demeure;attentif;pendant;toute;la;séance;?						0			
3	7	Test	A	38	Il;essuie;les;plâtres;.						1			
3	7	Test	A	39	Je;confond;certaines;couleurs;.						0			
3	7	Test	A	40	Les;alpinistes;s';encordent;pour;grimper;.						1			
3	8	Classique	1	1	L';autoroute;blanche;relie;Genève;à;Chamonix;depuis;plusieurs;décennies;.	[2,2];[1,1,1];[3,2,1];[7,1,3];[1,0];[4];[1,0];[4];[2,4];[1,2,1]								s01d01.mp3
3	8	Classique	1	2	Léo;relit;son;texte;avant;de;l';envoyer;au;journal;.	[1,0];[7,2,3];[2,1];[1,1,1];[4];[4];[6];[7,0];[5];[1,1,6]								s01d02.mp3
3	8	Classique	1	3	Max;apprend;facilement;les;langues;romanes;.	[1,0];[7,4,3];[8];[2,4];[1,2,1];[3,4,1]								s01d03.mp3
3	8	Classique	1	4	La;nouvelle;élue;cherche;à;promouvoir;les;initiatives;locales;.	[2,2];[3,2,3];[1,1,1];[7,1,3];[4];[7,0];[2,4];[1,2,1];[3,4,3]								s01d04.mp3
3	8	Classique	1	5	Nous;ne;pouvons;malheureusement;pas;choisir;votre;dernière;proposition;.	[6];[8];[7,5,4];[8];[8];[7,0];[2,2];[3,2,1];[1,1,1]								s01d05.mp3
3	8	Classique	1	6	Un;maire;est;responsable;de;la;sécurité;sur;le;territoire;de;sa;commune;.	[2,1];[1,1,1];[7,6,3];[3,1,5];[4];[2,2];[1,1,1];[4]								s01d06.mp3
